I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:910] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 750 Ti
major: 5 minor: 0 memoryClockRate (GHz) 1.0845
pciBusID 0000:01:00.0
Total memory: 1.95GiB
Free memory: 1.85GiB
2017-03-27 21:49:37.902462: Step 39480: Cross entropy = 0.217187
2017-03-27 21:49:38.007195: Step 39480: Validation accuracy = 89.0% (N=100)
2017-03-27 21:49:39.088972: Step 39490: Train accuracy = 95.0%
2017-03-27 21:49:39.089014: Step 39490: Cross entropy = 0.240925
2017-03-27 21:49:39.227905: Step 39490: Validation accuracy = 89.0% (N=100)
2017-03-27 21:49:40.364020: Step 39500: Train accuracy = 92.0%
2017-03-27 21:49:40.364061: Step 39500: Cross entropy = 0.248349
2017-03-27 21:49:40.448395: Step 39500: Validation accuracy = 90.0% (N=100)
2017-03-27 21:49:41.496736: Step 39510: Train accuracy = 90.0%
2017-03-27 21:49:41.496774: Step 39510: Cross entropy = 0.300174
2017-03-27 21:49:41.587621: Step 39510: Validation accuracy = 85.0% (N=100)
2017-03-27 21:49:42.579090: Step 39520: Train accuracy = 94.0%
2017-03-27 21:49:42.579130: Step 39520: Cross entropy = 0.271746
2017-03-27 21:49:42.689306: Step 39520: Validation accuracy = 82.0% (N=100)
2017-03-27 21:49:43.756995: Step 39530: Train accuracy = 87.0%
2017-03-27 21:49:43.757037: Step 39530: Cross entropy = 0.406216
2017-03-27 21:49:43.871094: Step 39530: Validation accuracy = 86.0% (N=100)
2017-03-27 21:49:44.968624: Step 39540: Train accuracy = 90.0%
2017-03-27 21:49:44.968666: Step 39540: Cross entropy = 0.362382
2017-03-27 21:49:45.090029: Step 39540: Validation accuracy = 85.0% (N=100)
2017-03-27 21:49:46.186719: Step 39550: Train accuracy = 88.0%
2017-03-27 21:49:46.186759: Step 39550: Cross entropy = 0.327626
2017-03-27 21:49:46.304305: Step 39550: Validation accuracy = 81.0% (N=100)
2017-03-27 21:49:47.393365: Step 39560: Train accuracy = 91.0%
2017-03-27 21:49:47.393408: Step 39560: Cross entropy = 0.257005
2017-03-27 21:49:47.507677: Step 39560: Validation accuracy = 87.0% (N=100)
2017-03-27 21:49:48.529602: Step 39570: Train accuracy = 97.0%
2017-03-27 21:49:48.529644: Step 39570: Cross entropy = 0.228100
2017-03-27 21:49:48.648796: Step 39570: Validation accuracy = 90.0% (N=100)
2017-03-27 21:49:49.731009: Step 39580: Train accuracy = 89.0%
2017-03-27 21:49:49.731050: Step 39580: Cross entropy = 0.317832
2017-03-27 21:49:49.832846: Step 39580: Validation accuracy = 91.0% (N=100)
2017-03-27 21:49:50.858094: Step 39590: Train accuracy = 93.0%
2017-03-27 21:49:50.858142: Step 39590: Cross entropy = 0.286863
2017-03-27 21:49:50.971309: Step 39590: Validation accuracy = 83.0% (N=100)
2017-03-27 21:49:52.110578: Step 39600: Train accuracy = 89.0%
2017-03-27 21:49:52.110624: Step 39600: Cross entropy = 0.283458
2017-03-27 21:49:52.219424: Step 39600: Validation accuracy = 83.0% (N=100)
2017-03-27 21:49:53.321743: Step 39610: Train accuracy = 94.0%
2017-03-27 21:49:53.321786: Step 39610: Cross entropy = 0.282430
2017-03-27 21:49:53.439360: Step 39610: Validation accuracy = 87.0% (N=100)
2017-03-27 21:49:54.500738: Step 39620: Train accuracy = 94.0%
2017-03-27 21:49:54.500785: Step 39620: Cross entropy = 0.266797
2017-03-27 21:49:54.609378: Step 39620: Validation accuracy = 90.0% (N=100)
2017-03-27 21:49:55.708875: Step 39630: Train accuracy = 90.0%
2017-03-27 21:49:55.708917: Step 39630: Cross entropy = 0.331324
2017-03-27 21:49:55.819801: Step 39630: Validation accuracy = 88.0% (N=100)
2017-03-27 21:49:56.905549: Step 39640: Train accuracy = 95.0%
2017-03-27 21:49:56.905589: Step 39640: Cross entropy = 0.271198
2017-03-27 21:49:57.020803: Step 39640: Validation accuracy = 89.0% (N=100)
2017-03-27 21:49:58.129438: Step 39650: Train accuracy = 91.0%
2017-03-27 21:49:58.129482: Step 39650: Cross entropy = 0.319548
2017-03-27 21:49:58.243266: Step 39650: Validation accuracy = 77.0% (N=100)
2017-03-27 21:49:59.364047: Step 39660: Train accuracy = 96.0%
2017-03-27 21:49:59.364094: Step 39660: Cross entropy = 0.234774
2017-03-27 21:49:59.476382: Step 39660: Validation accuracy = 88.0% (N=100)
2017-03-27 21:50:00.515066: Step 39670: Train accuracy = 96.0%
2017-03-27 21:50:00.515108: Step 39670: Cross entropy = 0.212857
2017-03-27 21:50:00.633690: Step 39670: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:01.929589: Step 39680: Train accuracy = 97.0%
2017-03-27 21:50:01.929625: Step 39680: Cross entropy = 0.196784
2017-03-27 21:50:02.016878: Step 39680: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:03.127115: Step 39690: Train accuracy = 90.0%
2017-03-27 21:50:03.127160: Step 39690: Cross entropy = 0.342122
2017-03-27 21:50:03.239915: Step 39690: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:04.377361: Step 39700: Train accuracy = 96.0%
2017-03-27 21:50:04.377397: Step 39700: Cross entropy = 0.247375
2017-03-27 21:50:04.471168: Step 39700: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:05.435491: Step 39710: Train accuracy = 93.0%
2017-03-27 21:50:05.435528: Step 39710: Cross entropy = 0.339917
2017-03-27 21:50:05.545615: Step 39710: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:06.616087: Step 39720: Train accuracy = 94.0%
2017-03-27 21:50:06.616128: Step 39720: Cross entropy = 0.245410
2017-03-27 21:50:06.728626: Step 39720: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:07.874608: Step 39730: Train accuracy = 91.0%
2017-03-27 21:50:07.874649: Step 39730: Cross entropy = 0.297420
2017-03-27 21:50:07.991721: Step 39730: Validation accuracy = 92.0% (N=100)
2017-03-27 21:50:09.127258: Step 39740: Train accuracy = 96.0%
2017-03-27 21:50:09.127301: Step 39740: Cross entropy = 0.195556
2017-03-27 21:50:09.259180: Step 39740: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:10.406246: Step 39750: Train accuracy = 95.0%
2017-03-27 21:50:10.406285: Step 39750: Cross entropy = 0.244462
2017-03-27 21:50:10.524578: Step 39750: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:11.713289: Step 39760: Train accuracy = 96.0%
2017-03-27 21:50:11.713329: Step 39760: Cross entropy = 0.217834
2017-03-27 21:50:11.834170: Step 39760: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:12.991274: Step 39770: Train accuracy = 91.0%
2017-03-27 21:50:12.991318: Step 39770: Cross entropy = 0.278048
2017-03-27 21:50:13.111367: Step 39770: Validation accuracy = 88.0% (N=100)
2017-03-27 21:50:14.338000: Step 39780: Train accuracy = 93.0%
2017-03-27 21:50:14.338041: Step 39780: Cross entropy = 0.280993
2017-03-27 21:50:14.462764: Step 39780: Validation accuracy = 87.0% (N=100)
2017-03-27 21:50:15.699881: Step 39790: Train accuracy = 97.0%
2017-03-27 21:50:15.699923: Step 39790: Cross entropy = 0.213616
2017-03-27 21:50:15.825634: Step 39790: Validation accuracy = 90.0% (N=100)
2017-03-27 21:50:17.032468: Step 39800: Train accuracy = 94.0%
2017-03-27 21:50:17.032510: Step 39800: Cross entropy = 0.264410
2017-03-27 21:50:17.159216: Step 39800: Validation accuracy = 85.0% (N=100)
2017-03-27 21:50:18.357480: Step 39810: Train accuracy = 93.0%
2017-03-27 21:50:18.357519: Step 39810: Cross entropy = 0.308037
2017-03-27 21:50:18.459674: Step 39810: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:19.514293: Step 39820: Train accuracy = 94.0%
2017-03-27 21:50:19.514335: Step 39820: Cross entropy = 0.261356
2017-03-27 21:50:19.630622: Step 39820: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:20.710110: Step 39830: Train accuracy = 97.0%
2017-03-27 21:50:20.710149: Step 39830: Cross entropy = 0.197231
2017-03-27 21:50:20.801315: Step 39830: Validation accuracy = 78.0% (N=100)
2017-03-27 21:50:21.853614: Step 39840: Train accuracy = 94.0%
2017-03-27 21:50:21.853658: Step 39840: Cross entropy = 0.174600
2017-03-27 21:50:21.963884: Step 39840: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:23.076213: Step 39850: Train accuracy = 98.0%
2017-03-27 21:50:23.076254: Step 39850: Cross entropy = 0.172690
2017-03-27 21:50:23.182903: Step 39850: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:24.269009: Step 39860: Train accuracy = 90.0%
2017-03-27 21:50:24.269052: Step 39860: Cross entropy = 0.352730
2017-03-27 21:50:24.382400: Step 39860: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:25.409976: Step 39870: Train accuracy = 94.0%
2017-03-27 21:50:25.410018: Step 39870: Cross entropy = 0.223180
2017-03-27 21:50:25.520841: Step 39870: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:26.607749: Step 39880: Train accuracy = 96.0%
2017-03-27 21:50:26.607788: Step 39880: Cross entropy = 0.202315
2017-03-27 21:50:26.724059: Step 39880: Validation accuracy = 91.0% (N=100)
2017-03-27 21:50:27.829451: Step 39890: Train accuracy = 90.0%
2017-03-27 21:50:27.829493: Step 39890: Cross entropy = 0.294776
2017-03-27 21:50:27.936020: Step 39890: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:29.040704: Step 39900: Train accuracy = 94.0%
2017-03-27 21:50:29.040745: Step 39900: Cross entropy = 0.253993
2017-03-27 21:50:29.149550: Step 39900: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:30.256637: Step 39910: Train accuracy = 94.0%
2017-03-27 21:50:30.256680: Step 39910: Cross entropy = 0.216926
2017-03-27 21:50:30.369687: Step 39910: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:31.304682: Step 39920: Train accuracy = 89.0%
2017-03-27 21:50:31.304732: Step 39920: Cross entropy = 0.249297
2017-03-27 21:50:31.417398: Step 39920: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:32.511157: Step 39930: Train accuracy = 94.0%
2017-03-27 21:50:32.511199: Step 39930: Cross entropy = 0.232590
2017-03-27 21:50:32.621043: Step 39930: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:33.745272: Step 39940: Train accuracy = 97.0%
2017-03-27 21:50:33.745320: Step 39940: Cross entropy = 0.233116
2017-03-27 21:50:33.879885: Step 39940: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:35.001113: Step 39950: Train accuracy = 87.0%
2017-03-27 21:50:35.001153: Step 39950: Cross entropy = 0.423754
2017-03-27 21:50:35.107745: Step 39950: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:36.223540: Step 39960: Train accuracy = 95.0%
2017-03-27 21:50:36.223583: Step 39960: Cross entropy = 0.214912
2017-03-27 21:50:36.333612: Step 39960: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:37.347455: Step 39970: Train accuracy = 95.0%
2017-03-27 21:50:37.347496: Step 39970: Cross entropy = 0.226471
2017-03-27 21:50:37.457954: Step 39970: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:38.560037: Step 39980: Train accuracy = 97.0%
2017-03-27 21:50:38.560077: Step 39980: Cross entropy = 0.257095
2017-03-27 21:50:38.674503: Step 39980: Validation accuracy = 88.0% (N=100)
2017-03-27 21:50:39.818563: Step 39990: Train accuracy = 94.0%
2017-03-27 21:50:39.818610: Step 39990: Cross entropy = 0.218222
2017-03-27 21:50:39.936659: Step 39990: Validation accuracy = 87.0% (N=100)
2017-03-27 21:50:41.057560: Step 40000: Train accuracy = 93.0%
2017-03-27 21:50:41.057603: Step 40000: Cross entropy = 0.255639
2017-03-27 21:50:41.177812: Step 40000: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:42.352398: Step 40010: Train accuracy = 96.0%
2017-03-27 21:50:42.352441: Step 40010: Cross entropy = 0.254978
2017-03-27 21:50:42.464020: Step 40010: Validation accuracy = 87.0% (N=100)
2017-03-27 21:50:43.541303: Step 40020: Train accuracy = 94.0%
2017-03-27 21:50:43.541345: Step 40020: Cross entropy = 0.243613
2017-03-27 21:50:43.668952: Step 40020: Validation accuracy = 86.0% (N=100)
2017-03-27 21:50:44.857228: Step 40030: Train accuracy = 98.0%
2017-03-27 21:50:44.857271: Step 40030: Cross entropy = 0.158609
2017-03-27 21:50:44.960018: Step 40030: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:46.165479: Step 40040: Train accuracy = 97.0%
2017-03-27 21:50:46.165522: Step 40040: Cross entropy = 0.227961
2017-03-27 21:50:46.292860: Step 40040: Validation accuracy = 85.0% (N=100)
2017-03-27 21:50:47.554478: Step 40050: Train accuracy = 92.0%
2017-03-27 21:50:47.554518: Step 40050: Cross entropy = 0.310632
2017-03-27 21:50:47.676164: Step 40050: Validation accuracy = 93.0% (N=100)
2017-03-27 21:50:48.842740: Step 40060: Train accuracy = 98.0%
2017-03-27 21:50:48.842782: Step 40060: Cross entropy = 0.245094
2017-03-27 21:50:48.969004: Step 40060: Validation accuracy = 88.0% (N=100)
2017-03-27 21:50:50.015285: Step 40070: Train accuracy = 95.0%
2017-03-27 21:50:50.015329: Step 40070: Cross entropy = 0.203879
2017-03-27 21:50:50.124748: Step 40070: Validation accuracy = 91.0% (N=100)
2017-03-27 21:50:51.220193: Step 40080: Train accuracy = 92.0%
2017-03-27 21:50:51.220229: Step 40080: Cross entropy = 0.290171
2017-03-27 21:50:51.338145: Step 40080: Validation accuracy = 82.0% (N=100)
2017-03-27 21:50:52.440880: Step 40090: Train accuracy = 93.0%
2017-03-27 21:50:52.440922: Step 40090: Cross entropy = 0.222753
2017-03-27 21:50:52.545561: Step 40090: Validation accuracy = 91.0% (N=100)
2017-03-27 21:50:53.632033: Step 40100: Train accuracy = 98.0%
2017-03-27 21:50:53.632077: Step 40100: Cross entropy = 0.184464
2017-03-27 21:50:53.742318: Step 40100: Validation accuracy = 82.0% (N=100)
2017-03-27 21:50:54.836281: Step 40110: Train accuracy = 96.0%
2017-03-27 21:50:54.836326: Step 40110: Cross entropy = 0.217787
2017-03-27 21:50:54.954116: Step 40110: Validation accuracy = 87.0% (N=100)
2017-03-27 21:50:55.984308: Step 40120: Train accuracy = 93.0%
2017-03-27 21:50:55.984351: Step 40120: Cross entropy = 0.218654
2017-03-27 21:50:56.096945: Step 40120: Validation accuracy = 84.0% (N=100)
2017-03-27 21:50:57.185728: Step 40130: Train accuracy = 95.0%
2017-03-27 21:50:57.185766: Step 40130: Cross entropy = 0.239673
2017-03-27 21:50:57.300604: Step 40130: Validation accuracy = 87.0% (N=100)
2017-03-27 21:50:58.419288: Step 40140: Train accuracy = 86.0%
2017-03-27 21:50:58.419328: Step 40140: Cross entropy = 0.393666
2017-03-27 21:50:58.550689: Step 40140: Validation accuracy = 89.0% (N=100)
2017-03-27 21:50:59.713263: Step 40150: Train accuracy = 91.0%
2017-03-27 21:50:59.713305: Step 40150: Cross entropy = 0.326627
2017-03-27 21:50:59.827448: Step 40150: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:00.988057: Step 40160: Train accuracy = 92.0%
2017-03-27 21:51:00.988100: Step 40160: Cross entropy = 0.280993
2017-03-27 21:51:01.099928: Step 40160: Validation accuracy = 86.0% (N=100)
2017-03-27 21:51:02.163335: Step 40170: Train accuracy = 90.0%
2017-03-27 21:51:02.163377: Step 40170: Cross entropy = 0.249762
2017-03-27 21:51:02.283080: Step 40170: Validation accuracy = 90.0% (N=100)
2017-03-27 21:51:03.432993: Step 40180: Train accuracy = 89.0%
2017-03-27 21:51:03.433036: Step 40180: Cross entropy = 0.322340
2017-03-27 21:51:03.548862: Step 40180: Validation accuracy = 79.0% (N=100)
2017-03-27 21:51:04.740681: Step 40190: Train accuracy = 95.0%
2017-03-27 21:51:04.740723: Step 40190: Cross entropy = 0.264516
2017-03-27 21:51:04.850319: Step 40190: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:06.062522: Step 40200: Train accuracy = 92.0%
2017-03-27 21:51:06.062564: Step 40200: Cross entropy = 0.275442
2017-03-27 21:51:06.191937: Step 40200: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:07.397888: Step 40210: Train accuracy = 97.0%
2017-03-27 21:51:07.397930: Step 40210: Cross entropy = 0.192336
2017-03-27 21:51:07.495039: Step 40210: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:08.598366: Step 40220: Train accuracy = 95.0%
2017-03-27 21:51:08.598411: Step 40220: Cross entropy = 0.206871
2017-03-27 21:51:08.722991: Step 40220: Validation accuracy = 83.0% (N=100)
2017-03-27 21:51:09.842343: Step 40230: Train accuracy = 91.0%
2017-03-27 21:51:09.842385: Step 40230: Cross entropy = 0.302925
2017-03-27 21:51:09.955286: Step 40230: Validation accuracy = 90.0% (N=100)
2017-03-27 21:51:11.092620: Step 40240: Train accuracy = 93.0%
2017-03-27 21:51:11.092662: Step 40240: Cross entropy = 0.264850
2017-03-27 21:51:11.213785: Step 40240: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:12.327396: Step 40250: Train accuracy = 96.0%
2017-03-27 21:51:12.327437: Step 40250: Cross entropy = 0.226044
2017-03-27 21:51:12.449869: Step 40250: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:13.557176: Step 40260: Train accuracy = 93.0%
2017-03-27 21:51:13.557215: Step 40260: Cross entropy = 0.283514
2017-03-27 21:51:13.643403: Step 40260: Validation accuracy = 90.0% (N=100)
2017-03-27 21:51:14.506956: Step 40270: Train accuracy = 93.0%
2017-03-27 21:51:14.506994: Step 40270: Cross entropy = 0.289577
2017-03-27 21:51:14.592473: Step 40270: Validation accuracy = 92.0% (N=100)
2017-03-27 21:51:15.650343: Step 40280: Train accuracy = 96.0%
2017-03-27 21:51:15.650385: Step 40280: Cross entropy = 0.258685
2017-03-27 21:51:15.766069: Step 40280: Validation accuracy = 90.0% (N=100)
2017-03-27 21:51:16.855650: Step 40290: Train accuracy = 93.0%
2017-03-27 21:51:16.855712: Step 40290: Cross entropy = 0.287734
2017-03-27 21:51:16.967473: Step 40290: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:18.051238: Step 40300: Train accuracy = 90.0%
2017-03-27 21:51:18.051279: Step 40300: Cross entropy = 0.291881
2017-03-27 21:51:18.166089: Step 40300: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:19.271962: Step 40310: Train accuracy = 95.0%
2017-03-27 21:51:19.272003: Step 40310: Cross entropy = 0.263679
2017-03-27 21:51:19.389842: Step 40310: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:20.417214: Step 40320: Train accuracy = 95.0%
2017-03-27 21:51:20.417256: Step 40320: Cross entropy = 0.214788
2017-03-27 21:51:20.533804: Step 40320: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:21.658004: Step 40330: Train accuracy = 96.0%
2017-03-27 21:51:21.658046: Step 40330: Cross entropy = 0.186811
2017-03-27 21:51:21.763121: Step 40330: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:22.852257: Step 40340: Train accuracy = 96.0%
2017-03-27 21:51:22.852300: Step 40340: Cross entropy = 0.236411
2017-03-27 21:51:22.964992: Step 40340: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:24.132295: Step 40350: Train accuracy = 93.0%
2017-03-27 21:51:24.132336: Step 40350: Cross entropy = 0.262318
2017-03-27 21:51:24.244215: Step 40350: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:25.394965: Step 40360: Train accuracy = 93.0%
2017-03-27 21:51:25.395012: Step 40360: Cross entropy = 0.235493
2017-03-27 21:51:25.523659: Step 40360: Validation accuracy = 86.0% (N=100)
2017-03-27 21:51:26.575800: Step 40370: Train accuracy = 92.0%
2017-03-27 21:51:26.575843: Step 40370: Cross entropy = 0.240521
2017-03-27 21:51:26.700816: Step 40370: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:27.933191: Step 40380: Train accuracy = 95.0%
2017-03-27 21:51:27.933233: Step 40380: Cross entropy = 0.239885
2017-03-27 21:51:28.056558: Step 40380: Validation accuracy = 81.0% (N=100)
2017-03-27 21:51:29.251261: Step 40390: Train accuracy = 93.0%
2017-03-27 21:51:29.251306: Step 40390: Cross entropy = 0.275536
2017-03-27 21:51:29.374821: Step 40390: Validation accuracy = 92.0% (N=100)
2017-03-27 21:51:30.469942: Step 40400: Train accuracy = 98.0%
2017-03-27 21:51:30.469983: Step 40400: Cross entropy = 0.212967
2017-03-27 21:51:30.586454: Step 40400: Validation accuracy = 90.0% (N=100)
2017-03-27 21:51:31.717105: Step 40410: Train accuracy = 93.0%
2017-03-27 21:51:31.717148: Step 40410: Cross entropy = 0.273879
2017-03-27 21:51:31.829184: Step 40410: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:32.843180: Step 40420: Train accuracy = 94.0%
2017-03-27 21:51:32.843224: Step 40420: Cross entropy = 0.230930
2017-03-27 21:51:32.951217: Step 40420: Validation accuracy = 91.0% (N=100)
2017-03-27 21:51:34.061693: Step 40430: Train accuracy = 91.0%
2017-03-27 21:51:34.061738: Step 40430: Cross entropy = 0.291991
2017-03-27 21:51:34.162584: Step 40430: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:35.271460: Step 40440: Train accuracy = 93.0%
2017-03-27 21:51:35.271501: Step 40440: Cross entropy = 0.292778
2017-03-27 21:51:35.385474: Step 40440: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:36.481570: Step 40450: Train accuracy = 92.0%
2017-03-27 21:51:36.481612: Step 40450: Cross entropy = 0.303084
2017-03-27 21:51:36.594042: Step 40450: Validation accuracy = 86.0% (N=100)
2017-03-27 21:51:37.701567: Step 40460: Train accuracy = 92.0%
2017-03-27 21:51:37.701606: Step 40460: Cross entropy = 0.312909
2017-03-27 21:51:37.813850: Step 40460: Validation accuracy = 86.0% (N=100)
2017-03-27 21:51:38.854577: Step 40470: Train accuracy = 92.0%
2017-03-27 21:51:38.854619: Step 40470: Cross entropy = 0.299927
2017-03-27 21:51:38.970293: Step 40470: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:40.089531: Step 40480: Train accuracy = 96.0%
2017-03-27 21:51:40.089567: Step 40480: Cross entropy = 0.255159
2017-03-27 21:51:40.179792: Step 40480: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:41.287975: Step 40490: Train accuracy = 91.0%
2017-03-27 21:51:41.288019: Step 40490: Cross entropy = 0.277463
2017-03-27 21:51:41.400430: Step 40490: Validation accuracy = 85.0% (N=100)
2017-03-27 21:51:42.491276: Step 40500: Train accuracy = 91.0%
2017-03-27 21:51:42.491316: Step 40500: Cross entropy = 0.276126
2017-03-27 21:51:42.612246: Step 40500: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:43.772668: Step 40510: Train accuracy = 94.0%
2017-03-27 21:51:43.772706: Step 40510: Cross entropy = 0.255813
2017-03-27 21:51:43.874393: Step 40510: Validation accuracy = 88.0% (N=100)
2017-03-27 21:51:45.033155: Step 40520: Train accuracy = 93.0%
2017-03-27 21:51:45.033195: Step 40520: Cross entropy = 0.277920
2017-03-27 21:51:45.157739: Step 40520: Validation accuracy = 95.0% (N=100)
2017-03-27 21:51:46.327169: Step 40530: Train accuracy = 95.0%
2017-03-27 21:51:46.327213: Step 40530: Cross entropy = 0.222363
2017-03-27 21:51:46.432878: Step 40530: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:47.613397: Step 40540: Train accuracy = 94.0%
2017-03-27 21:51:47.613443: Step 40540: Cross entropy = 0.229884
2017-03-27 21:51:47.745591: Step 40540: Validation accuracy = 85.0% (N=100)
2017-03-27 21:51:48.903910: Step 40550: Train accuracy = 91.0%
2017-03-27 21:51:48.903951: Step 40550: Cross entropy = 0.232611
2017-03-27 21:51:49.017258: Step 40550: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:50.103040: Step 40560: Train accuracy = 95.0%
2017-03-27 21:51:50.103082: Step 40560: Cross entropy = 0.331215
2017-03-27 21:51:50.216282: Step 40560: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:51.154083: Step 40570: Train accuracy = 89.0%
2017-03-27 21:51:51.154121: Step 40570: Cross entropy = 0.384034
2017-03-27 21:51:51.242577: Step 40570: Validation accuracy = 87.0% (N=100)
2017-03-27 21:51:52.256723: Step 40580: Train accuracy = 90.0%
2017-03-27 21:51:52.256769: Step 40580: Cross entropy = 0.324916
2017-03-27 21:51:52.366133: Step 40580: Validation accuracy = 82.0% (N=100)
2017-03-27 21:51:53.318899: Step 40590: Train accuracy = 94.0%
2017-03-27 21:51:53.318942: Step 40590: Cross entropy = 0.302681
2017-03-27 21:51:53.425448: Step 40590: Validation accuracy = 91.0% (N=100)
2017-03-27 21:51:54.519573: Step 40600: Train accuracy = 95.0%
2017-03-27 21:51:54.519614: Step 40600: Cross entropy = 0.268295
2017-03-27 21:51:54.635031: Step 40600: Validation accuracy = 84.0% (N=100)
2017-03-27 21:51:55.721561: Step 40610: Train accuracy = 94.0%
2017-03-27 21:51:55.721605: Step 40610: Cross entropy = 0.206964
2017-03-27 21:51:55.825404: Step 40610: Validation accuracy = 88.0% (N=100)
2017-03-27 21:51:56.852305: Step 40620: Train accuracy = 94.0%
2017-03-27 21:51:56.852342: Step 40620: Cross entropy = 0.268530
2017-03-27 21:51:56.937332: Step 40620: Validation accuracy = 89.0% (N=100)
2017-03-27 21:51:57.979202: Step 40630: Train accuracy = 95.0%
2017-03-27 21:51:57.979246: Step 40630: Cross entropy = 0.247394
2017-03-27 21:51:58.090082: Step 40630: Validation accuracy = 90.0% (N=100)
2017-03-27 21:51:59.192283: Step 40640: Train accuracy = 91.0%
2017-03-27 21:51:59.192329: Step 40640: Cross entropy = 0.319465
2017-03-27 21:51:59.303254: Step 40640: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:00.384216: Step 40650: Train accuracy = 92.0%
2017-03-27 21:52:00.384258: Step 40650: Cross entropy = 0.282854
2017-03-27 21:52:00.491424: Step 40650: Validation accuracy = 88.0% (N=100)
2017-03-27 21:52:01.630582: Step 40660: Train accuracy = 90.0%
